value,kind,dimension,credit,credit_share,rating,rating_pct,color,marker,node_size
KRNV (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KRNV (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KRON,item,genre,0.0015958750130279,0.0004195270105795,5,0.0005458489881202,#9467bd,o,80.0
KRON-SF (MyTV),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KRON-SF (MyTV),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KRQE,item,genre,0.0008259395877432,0.0002171247518361,4,0.4077431039391898,#9467bd,o,80.0
KRQE,item,publication_name,0.0014559165033811,0.0014559165033811,5,0.0068860137663865,#8c564b,o,80.0
KRQE,item,publisher_name,0.0014649060793852,0.0014649060793852,5,0.0068534231649816,#e377c2,o,80.0
KRQE-ABQ (CBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KRQE-ABQ (CBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KRQEDT2,item,genre,0.0002584877853609,6.795181764144377e-05,2,0.4669177666373389,#9467bd,o,80.0
KRTV,item,genre,0.000723148228105,0.0001901027410455,4,0.1390455764177871,#9467bd,o,80.0
KRTV (CBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KRTV (CBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KRTV Great Falls News,item,publication_name,0.0001372407571487,0.0001372407571487,4,0.066727988762557,#8c564b,o,80.0
KRTV Great Falls News,item,publisher_name,0.0001339764982361,0.0001339764982361,4,0.053267506788802,#e377c2,o,80.0
KRXI,item,genre,0.0004231845223998,0.0001112476454337,3,0.0223900251667815,#9467bd,o,80.0
KRXI-TV Reno,item,publication_name,6.177178885876705e-05,6.177178885876708e-05,3,0.350220617050486,#8c564b,o,80.0
KRXI-TV Reno,item,publisher_name,6.0964535750851934e-05,6.096453575085206e-05,3,0.3409021329978426,#e377c2,o,80.0
KSAN,item,genre,0.0003743452911911,9.840868467511317e-05,2,0.8555222003657221,#9467bd,o,80.0
KSAS,item,genre,0.0001571775598543,4.131917053501775e-05,2,0.1271072163256691,#9467bd,o,80.0
KSAT,item,genre,0.0005238078495203,0.0001376997192345,3,0.4216435170151458,#9467bd,o,80.0
KSAT.com,item,publication_name,0.0003655314267324,0.0003655314267324,5,0.0003437754141035,#8c564b,o,80.0
KSAT.com,item,publisher_name,0.0003674029004774,0.0003674029004774,5,0.0003803914797625,#e377c2,o,80.0
KSAW,item,genre,0.0003998570104325,0.0001051152595764,2,0.9410925493749436,#9467bd,o,80.0
KSAZ,item,genre,0.0004192894318659,0.0001102236957671,3,0.0069350750948244,#9467bd,o,80.0
KSBW,item,genre,0.0008157374852294,0.0002144428014739,4,0.3810747173099646,#9467bd,o,80.0
KSBW (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSBW (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSBW-TV,item,publication_name,0.0003010494070231,0.0003010494070231,4,0.9660840703567763,#8c564b,o,80.0
KSBW-TV,item,publisher_name,0.0003015476304748,0.0003015476304748,4,0.9940115302672612,#e377c2,o,80.0
KSBY,item,genre,0.0008463451590416,0.0002224890117287,4,0.4610834486418469,#9467bd,o,80.0
KSBY-SBA (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSBY-SBA (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSBY.com,item,publication_name,0.0004021351889047,0.0004021351889047,5,0.0005633955665156,#8c564b,o,80.0
KSBY.com,item,publisher_name,0.0003975850708961,0.0003975850708961,5,0.0005584047641004,#e377c2,o,80.0
KSCC,item,genre,0.0007198954585801,0.000189247646089,4,0.1305428079750086,#9467bd,o,80.0
KSCC Fox 38,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSCC Fox 38,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSCW,item,genre,0.000635385404176,0.0001670314636195,3,0.864361220583766,#9467bd,o,80.0
KSCW,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSCW,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSDK,item,genre,0.0004776000670675,0.0001255525193099,3,0.2383001609287427,#9467bd,o,80.0
KSEE,item,genre,0.0011202382979113,0.0002944906213975,5,6.536118050504869e-05,#9467bd,o,80.0
KSEE-FRES (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSEE-FRES (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSFY,item,genre,0.0006041366445375,0.0001588167233619,3,0.7403723130545176,#9467bd,o,80.0
KSHB,item,genre,0.000455608992317,0.0001197714589046,3,0.151043918913017,#9467bd,o,80.0
KSHB,item,publication_name,0.0005920403087622,0.0005920403087622,5,0.0017028137271578,#8c564b,o,80.0
KSHB,item,publisher_name,0.0005851260350797,0.0005851260350797,5,0.001664514182977,#e377c2,o,80.0
KSHB-KC (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSHB-KC (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSKA,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSKA,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSKN,item,genre,0.0004292778669752,0.0001128494767885,3,0.0465672131843524,#9467bd,o,80.0
KSL,item,genre,0.0008125391733871,0.0002136020224686,4,0.3727143017333879,#9467bd,o,80.0
KSL,item,publication_name,0.0004398169599869,0.0004398169599869,5,0.0007894837010982,#8c564b,o,80.0
KSL,item,publisher_name,0.0004391855138432,0.0004391855138432,5,0.0008037625821831,#e377c2,o,80.0
KSL-AM (Radio),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSL-AM (Radio),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSL-SLC (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSL-SLC (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSLA,item,genre,0.0007471456362863,0.0001964112306414,4,0.201775014649981,#9467bd,o,80.0
KSLA-SHV (CBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSLA-SHV (CBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSMO,item,genre,9.211460335467604e-05,2.42152824379296e-05,1,0.7806291499491607,#9467bd,o,80.0
KSMU Radio,item,publication_name,3.116178510601966e-05,3.1161785106019674e-05,3,0.0357503323641958,#8c564b,o,80.0
KSMU Radio,item,publisher_name,3.1360080182353776e-05,3.1360080182353844e-05,3,0.0331233176139319,#e377c2,o,80.0
KSNB,item,genre,0.0006054952076256,0.00015917386531,3,0.7457628231117556,#9467bd,o,80.0
KSNB,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSNB,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSNF,item,genre,0.0003359732869462,8.832137075678596e-05,2,0.7268164175700547,#9467bd,o,80.0
KSNT,item,genre,0.000694922387915,0.0001826826722686,4,0.0652629793399041,#9467bd,o,80.0
KSNT (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSNT (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSNV,item,genre,0.0007226652890248,0.0001899757849951,4,0.1377831693707153,#9467bd,o,80.0
KSNV (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSNV (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSNW,item,genre,0.0005598599424736,0.0001471771699486,3,0.5646911026194553,#9467bd,o,80.0
KSNW (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSNW (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSNWDT2,item,genre,5.966770058052351e-05,1.5685571769938544e-05,1,0.5022799496615006,#9467bd,o,80.0
KSPR,item,genre,0.0006210962655823,0.0001632751045381,3,0.8076647403311585,#9467bd,o,80.0
KSTP,item,genre,0.0005207269838328,0.0001368898147236,3,0.4094192503482373,#9467bd,o,80.0
KSTS,item,genre,0.0008388547503859,0.0002205199172033,4,0.4415034538541947,#9467bd,o,80.0
KSTU,item,genre,0.0010099639179705,0.0002655014583475,4,0.8887843384350882,#9467bd,o,80.0
KSTU-SLC (FOX),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSTU-SLC (FOX),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSUT Public Radio,item,publication_name,1.555859794243776e-05,1.5558597942437767e-05,2,0.5481100716692027,#8c564b,o,80.0
KSUT Public Radio,item,publisher_name,1.553799504935251e-05,1.5537995049352543e-05,2,0.5420271100560368,#e377c2,o,80.0
KSVI,item,genre,0.0002820761086284,7.415276612687248e-05,2,0.5460367407621237,#9467bd,o,80.0
KSVT,item,genre,0.0001857136266976,4.8820792352971365e-05,2,0.222821706440089,#9467bd,o,80.0
KSWB,item,genre,0.0007710972199256,0.0002027076737844,4,0.2643846671223394,#9467bd,o,80.0
KSWB-SD (FOX),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSWB-SD (FOX),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSWL,item,genre,0.0005232406648874,0.0001375506165344,3,0.4193930403940765,#9467bd,o,80.0
KSWO,item,genre,0.0018070509522001,0.0004750413896781,5,0.0007591787433916,#9467bd,o,80.0
KSWO (ABC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KSWO (ABC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KSWT,item,genre,0.00038708488968,0.0001017576973649,2,0.8982528324575672,#9467bd,o,80.0
KTAB,item,genre,0.0008557230078961,0.0002249542805395,4,0.4855972288810902,#9467bd,o,80.0
KTAB (CBS),item,publication_name,2.0914701961827227e-05,2.0914701961827237e-05,2,0.748481690058018,#8c564b,o,80.0
KTAB (CBS),item,publisher_name,2.0968748583705057e-05,2.09687485837051e-05,2,0.7429160701720112,#e377c2,o,80.0
KTAL,item,genre,0.0004697840447279,0.0001234978267682,3,0.2072877277212654,#9467bd,o,80.0
KTAR.com,item,publication_name,0.0002891781642526,0.0002891781642526,4,0.9009075708863694,#8c564b,o,80.0
KTAR.com,item,publisher_name,0.0002906136825643,0.0002906136825643,4,0.9326283671146616,#e377c2,o,80.0
KTAZ,item,genre,7.561967026936678e-05,1.9879059418897984e-05,1,0.6391256152342293,#9467bd,o,80.0
KTBB,item,publication_name,7.418652317810161e-05,7.418652317810164e-05,3,0.4777627456709501,#8c564b,o,80.0
KTBB,item,publisher_name,7.441858997747579e-05,7.441858997747595e-05,3,0.4807754322179591,#e377c2,o,80.0
KTBC,item,genre,0.0007539579162628,0.0001982020572603,4,0.2195823750441736,#9467bd,o,80.0
KTBC-AUS (FOX),item,publication_name,1.7235905595850164e-05,1.723590559585017e-05,2,0.6108580780248557,#8c564b,o,80.0
KTBC-AUS (FOX),item,publisher_name,1.7209718865163818e-05,1.7209718865163855e-05,2,0.6038658322214094,#e377c2,o,80.0
KTBS,item,genre,0.0005844874050805,0.0001536512895891,3,0.6624080110396781,#9467bd,o,80.0
KTBS 3 News,item,publication_name,0.0018641898179742,0.0018641898179742,5,0.0093356266546646,#8c564b,o,80.0
KTBS 3 News,item,publisher_name,0.0018660720031005,0.0018660720031005,5,0.0092194844075776,#e377c2,o,80.0
KTBS-SHV (ABC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTBS-SHV (ABC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTBY,item,genre,0.0003437531081591,9.036654666946936e-05,2,0.752911170735069,#9467bd,o,80.0
KTDO,item,genre,0.0001940645299776,5.101609553153829e-05,2,0.250831959353694,#9467bd,o,80.0
KTEJ,item,genre,0.0039334334990435,0.0010340293467194,5,0.0029072485950502,#9467bd,o,80.0
KTEJ (PBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTEJ (PBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTEN,item,genre,0.0004212420087428,0.0001107369933207,3,0.014682514565316,#9467bd,o,80.0
KTEN,item,publication_name,0.0001283189763227,0.0001283189763227,4,0.0177448743134826,#8c564b,o,80.0
KTEN,item,publisher_name,0.0001277556437392,0.0001277556437392,4,0.0183436412596516,#e377c2,o,80.0
KTENDT3,item,genre,0.000724411557516,0.0001904348477624,4,0.1423479307242974,#9467bd,o,80.0
KTFK,item,genre,1.578054888839997e-05,4.148424185107921e-06,1,0.1257893594367489,#9467bd,o,80.0
KTFQ,item,genre,5.363030568783511e-05,1.4098448586518335e-05,1,0.4504875165933027,#9467bd,o,80.0
KTFT,item,genre,0.0005018984141529,0.0001319401203636,3,0.3347112039503384,#9467bd,o,80.0
KTFT (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTFT (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTHV,item,genre,0.0005145441560669,0.0001352644598378,3,0.3848870107009813,#9467bd,o,80.0
KTHV (CBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTHV (CBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTIV,item,genre,0.001060073865986,0.0002786744678374,5,4.5831222235592874e-06,#9467bd,o,80.0
KTIV (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTIV (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTKA,item,genre,0.0005383724273273,0.0001415284863609,3,0.4794328856750398,#9467bd,o,80.0
KTLA,item,genre,0.0019031556030129,0.0005003055842605,5,0.0008562635804175,#9467bd,o,80.0
KTLA-LA (CW),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTLA-LA (CW),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTLAOTA1,item,genre,0.0002983088077157,7.842005251594329e-05,2,0.6004837857897197,#9467bd,o,80.0
KTLAOTA2,item,genre,0.0003631702950891,9.547097798151048e-05,2,0.8180394926116539,#9467bd,o,80.0
KTMD,item,genre,0.0001691988972158,4.447936521523448e-05,2,0.1674286867782758,#9467bd,o,80.0
KTMDOTA,item,genre,1.982459987259766e-05,5.211532891104027e-06,1,0.1604816801555899,#9467bd,o,80.0
KTMF,item,genre,0.0006923852357438,0.0001820157003209,4,0.0586308410188554,#9467bd,o,80.0
KTMF (ABC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTMF (ABC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTMJ,item,genre,6.857861330711312e-05,1.8028091420414303e-05,1,0.578723160544951,#9467bd,o,80.0
KTNV,item,genre,0.0004644276317913,0.0001220897215667,3,0.1860345389236465,#9467bd,o,80.0
KTOO,item,genre,0.0010155242472156,0.000266963169501,4,0.9033190884919484,#9467bd,o,80.0
KTOO (PBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTOO (PBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTRK,item,genre,0.0005430789674845,0.0001427657516268,3,0.4981075076145623,#9467bd,o,80.0
KTRK-TV,item,publication_name,0.0004290635332977,0.0004290635332977,5,0.0007249638520912,#8c564b,o,80.0
KTRK-TV,item,publisher_name,0.000428160793803,0.000428160793803,5,0.0007387392059301,#e377c2,o,80.0
KTRS-AM (Radio),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTRS-AM (Radio),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTSC,item,genre,0.0013212713979398,0.0003473386294144,5,0.0002684446482459,#9467bd,o,80.0
KTSM,item,genre,0.0006420159489388,0.0001687745152997,3,0.8906699128637849,#9467bd,o,80.0
KTSM (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTSM (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTTC,item,genre,0.0006912849586642,0.000181726457147,4,0.055754706955292,#9467bd,o,80.0
KTTC (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTTC (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTTU,item,genre,3.6561130180801094e-05,9.61126750086655e-06,1,0.3040577822971382,#9467bd,o,80.0
KTTV,item,genre,0.0002974137959378,7.818476992015355e-05,2,0.5974817744599942,#9467bd,o,80.0
KTTVOTA1,item,genre,4.26940787077168e-05,1.1223510026459631e-05,1,0.3566699323613428,#9467bd,o,80.0
KTTVOTA2,item,genre,3.463959148564122e-05,9.106129330325374e-06,1,0.287573658593793,#9467bd,o,80.0
KTTW,item,genre,7.398152654758405e-05,1.9448420720448047e-05,1,0.6250726253976243,#9467bd,o,80.0
KTUL,item,genre,0.0018702504511636,0.000491655408103,5,0.00082302282383,#9467bd,o,80.0
KTUL (ABC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTUL (ABC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTUU,item,genre,0.0006995071306169,0.000183887919161,4,0.0772475375038035,#9467bd,o,80.0
KTUU (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTUU (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTUZ,item,genre,0.000100058019568,2.63034645515486e-05,1,0.8487725892761292,#9467bd,o,80.0
KTVB,item,genre,0.0009028149518888,0.0002373339107263,4,0.6086959889475161,#9467bd,o,80.0
KTVB (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVB (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVD,item,genre,0.0006206196206616,0.0001631498031096,3,0.8057735074090413,#9467bd,o,80.0
KTVD (MyTV),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVD (MyTV),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVE,item,genre,0.0006699557630179,0.0001761193929255,4,0.0,#9467bd,o,80.0
KTVE (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVE (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVF,item,genre,0.0004130006094269,0.0001085704767766,2,0.9851782631815076,#9467bd,o,80.0
KTVH,item,genre,0.0010205388180368,0.0002682814105216,4,0.916427221179298,#9467bd,o,80.0
KTVH (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVH (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVI,item,genre,0.0007022354365084,0.0001846051420044,4,0.0843793533486334,#9467bd,o,80.0
KTVI-STL (FOX),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVI-STL (FOX),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVK,item,genre,0.0006716739421568,0.0001765710715042,4,0.0044913355370915,#9467bd,o,80.0
KTVK-PHX,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVK-PHX,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVL,item,genre,0.0007509682707816,0.0001974161329109,4,0.2117674151897135,#9467bd,o,80.0
KTVL (CBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVL (CBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVM,item,genre,0.0007637979428141,0.000200788824325,4,0.2453042918898164,#9467bd,o,80.0
KTVM (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVM (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVN,item,genre,0.0008429860954324,0.0002216059739577,4,0.4523028265178327,#9467bd,o,80.0
KTVN (CBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVN (CBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVO,item,genre,0.0011467818099352,0.0003014684361755,5,9.217541391772776e-05,#9467bd,o,80.0
KTVO (ABC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVO (ABC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVO-DT2,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVO-DT2,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVODT2,item,genre,0.0005948031284878,0.0001563631088529,3,0.7033387644658731,#9467bd,o,80.0
KTVQ,item,genre,0.0005917914543681,0.0001555713935683,3,0.6913890362767167,#9467bd,o,80.0
KTVQ (CBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVQ (CBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVQ Billings News,item,publication_name,5.962218281553086e-05,5.962218281553089e-05,3,0.3281367509444853,#8c564b,o,80.0
KTVQ Billings News,item,publisher_name,5.9175334336726e-05,5.917533433672612e-05,3,0.3223009366188465,#e377c2,o,80.0
KTVT,item,genre,0.0007442421556531,0.0001956479574901,4,0.1941852904739629,#9467bd,o,80.0
KTVT-DAL (CBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVT-DAL (CBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVU,item,genre,0.0023677539722303,0.0006224401896442,5,0.0013256004603346,#9467bd,o,80.0
KTVU-SF (FOX),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVU-SF (FOX),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVU-TV,item,publication_name,0.0003402727830485,0.0003402727830485,5,0.0001922252223647,#8c564b,o,80.0
KTVU-TV,item,publisher_name,0.0003339364580934,0.0003339364580934,5,0.0001830076852491,#e377c2,o,80.0
KTVW,item,genre,2.9641527701240733e-06,7.792227714573574e-07,1,0.0158425446383325,#9467bd,o,80.0
KTVX,item,genre,0.0009154374806039,0.0002406521478656,4,0.6416913911755351,#9467bd,o,80.0
KTVX-SLC (ABC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVX-SLC (ABC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTVZ,item,genre,0.0005892027236102,0.0001548908625322,3,0.6811174638281435,#9467bd,o,80.0
KTVZ,item,publication_name,0.0011581346502966,0.0011581346502966,5,0.0050993423403149,#8c564b,o,80.0
KTVZ,item,publisher_name,0.0011548495450835,0.0011548495450835,5,0.0050247216092001,#e377c2,o,80.0
KTVZ (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTVZ (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTWO,item,genre,0.000572286084724,0.0001504437805972,3,0.6139955812691472,#9467bd,o,80.0
KTXA,item,genre,8.904877801407807e-05,2.340933176535177e-05,1,0.7543286417707071,#9467bd,o,80.0
KTXELP,item,genre,0.0014229180227143,0.0003740597098744,5,0.0003711279826841,#9467bd,o,80.0
KTXELP,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTXELP,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTXH,item,genre,0.0002141148635474,5.628696977609294e-05,2,0.3180839553910523,#9467bd,o,80.0
KTXL,item,genre,0.0011989885712073,0.0003151926603846,5,0.000144914640031,#9467bd,o,80.0
KTXL-SAC (FOX),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KTXL-SAC (FOX),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KTXS,item,genre,0.0006936590709815,0.0001823505688318,4,0.0619606576495942,#9467bd,o,80.0
KTXS,item,publication_name,6.980755096855278e-05,6.980755096855281e-05,3,0.432775601974616,#8c564b,o,80.0
KTXS,item,publisher_name,6.983574895091008e-05,6.983574895091023e-05,3,0.433130530288059,#e377c2,o,80.0
KUAC,item,publication_name,0.0001019126579241,0.0001019126579241,3,0.7626057518089788,#8c564b,o,80.0
KUAC,item,publisher_name,0.0001022919942786,0.0001022919942786,3,0.7705576015495946,#e377c2,o,80.0
KUAN,item,genre,0.0001765858108334,4.642125274532861e-05,2,0.1922055656070213,#9467bd,o,80.0
KUAR,item,publication_name,0.0001376154683786,0.0001376154683786,4,0.0687852599975258,#8c564b,o,80.0
KUAR,item,publisher_name,0.0001382123091586,0.0001382123091586,4,0.0770473413982923,#e377c2,o,80.0
"KUER 90.1, NPR Utah",item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
"KUER 90.1, NPR Utah",item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KUFM,item,genre,0.0014174120091046,0.0003726122773304,5,0.0003655658123891,#9467bd,o,80.0
KUFM (PBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KUFM (PBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KUHT,item,genre,0.0022169409355843,0.0005827941384785,5,0.0011732492581781,#9467bd,o,80.0
KUHTCOM,item,genre,0.0007285263857004,0.0001915165625291,4,0.1531041281636329,#9467bd,o,80.0
KUHTOTA,item,genre,0.0003841804907063,0.0001009941827983,2,0.8885110180586213,#9467bd,o,80.0
KUKC,item,genre,6.8295691052489005e-06,1.795371621763218e-06,1,0.049002429054726,#9467bd,o,80.0
KULR,item,genre,0.0008442054268601,0.0002219265143914,4,0.4554901697051343,#9467bd,o,80.0
KULR (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KULR (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KUMV,item,genre,0.0004512222173674,0.0001186182541952,3,0.1336380621731522,#9467bd,o,80.0
KUNM,item,publication_name,3.640746837985744e-05,3.6407468379857454e-05,3,0.0896415871912984,#8c564b,o,80.0
KUNM,item,publisher_name,3.65852370089502e-05,3.658523700895027e-05,3,0.087445970991698,#e377c2,o,80.0
KUNP,item,genre,0.0009129651575079,0.0002400022183227,4,0.6352287166329051,#9467bd,o,80.0
KUNR Public Radio,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KUNR Public Radio,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KUNS,item,genre,0.000485287831218,0.0001275734950666,3,0.268803690969236,#9467bd,o,80.0
KUNU,item,genre,6.084365901981581e-05,1.5994710220365195e-05,1,0.5123680339827348,#9467bd,o,80.0
KUOW-FM (Radio),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KUOW-FM (Radio),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KUSA,item,genre,0.0010714176626417,0.0002816565491788,5,1.6042616017651646e-05,#9467bd,o,80.0
KUSA-DEN (NBC),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KUSA-DEN (NBC),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KUSI,item,genre,0.0010309227025615,0.0002710111481246,4,0.9435707876003416,#9467bd,o,80.0
KUSI-SD,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KUSI-SD,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KUSM,item,genre,0.0016595010437389,0.0004362531565754,5,0.0006101239505694,#9467bd,o,80.0
KUSM (PBS),item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KUSM (PBS),item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
KUT 90.5,item,publication_name,0.0,0.0,1,0.0,#8c564b,o,80.0
KUT 90.5,item,publisher_name,0.0,0.0,1,0.0,#e377c2,o,80.0
