kind,dimension,value,credit,credit_share,rating,rating_pct
item,author_name,Darryl Coote,0.000460467511827733,0.000460467511827733,5,0.0005860820032252521
item,author_name,Ernie Mundell,0.00046001657339367504,0.00046001657339367504,5,0.000585386773951472
item,author_name,Dennis Thompson,0.00045841350047529366,0.00045841350047529366,5,0.0005829152542567915
item,author_name,Jeff Arnold,0.0004544839398783081,0.0004544839398783081,5,0.0005768568982733989
item,author_name,Newsource Staff,0.0004476424392481796,0.0004476424392481796,5,0.0005663090913990833
item,author_name,Pandora Dewan Newsweek,0.0004445574465880508,0.0004445574465880508,5,0.0005615528385611575
item,author_name,Mike Snider,0.00043747030137274807,0.00043747030137274807,5,0.0005506263119023652
item,author_name,Kilito Chan,0.00043601320527694124,0.00043601320527694124,5,0.0005483798503368708
item,author_name,Kelly Hayes,0.0004343487897025115,0.0004343487897025115,5,0.0005458137562901385
item,author_name,Filip Timotija,0.00043309705721649447,0.00043309705721649447,5,0.0005438839117670421
item,author_name,Rebecca Boone,0.00042498823182211896,0.00042498823182211896,5,0.0005313822211495243
item,author_name,iStock Getty,0.0004209240139449274,0.0004209240139449274,5,0.0005251162588144522
item,author_name,Chris Dall,0.0004103300588486904,0.0004103300588486904,5,0.0005087831473479141
item,author_name,Cory Smith,0.00040764773644554134,0.00040764773644554134,5,0.0005046477068630487
item,author_name,Janice Kew,0.0004060165565431739,0.0004060165565431739,5,0.0005021328535410059
item,author_name,Seth Borenstein,0.000402726756847919,0.000402726756847919,5,0.0004970608417534283
item,author_name,Ambar Román,0.00040245800288717137,0.00040245800288717137,5,0.0004966464933483152
item,author_name,Remon Buul,0.0004019434412394734,0.0004019434412394734,5,0.0004958531736983914
item,author_name,Fabrice Coffrini,0.00040191661913125564,0.00040191661913125564,5,0.000495811821013836
item,author_name,Charlotte Causit,0.0003965096169116571,0.0003965096169116571,5,0.00048747563597715496
item,author_name,Jacqueline Howard,0.0003915319379451708,0.0003915319379451708,5,0.00047980135525142856
item,author_name,Ruth Alonga,0.000386587636380965,0.000386587636380965,5,0.0004721785337613661
item,author_name,The Hindu Bureau,0.00038656586548031134,0.00038656586548031134,5,0.00047214496871942734
item,author_name,Sonia Avalos,0.00038618361055184905,0.00038618361055184905,5,0.0004715556314701666
item,author_name,Tammy Murga,0.0003826479519083728,0.0003826479519083728,5,0.00046610456940628835
item,author_name,Carmel Wroth,0.0003781210585583999,0.0003781210585583999,5,0.00045912528234960643
item,author_name,Michelle R. Smith,0.00037706193482830693,0.00037706193482830693,5,0.0004574923902159963
item,author_name,Dánica Coto,0.0003716021237267571,0.0003716021237267571,5,0.000449074787677778
item,author_name,David Robinson,0.00037042990403347175,0.00037042990403347175,5,0.0004472675311112006
item,author_name,India Edwards,0.00036802468831566103,0.00036802468831566103,5,0.0004435593167509164
item,author_name,EIN Presswire,0.0003643541605235031,0.0003643541605235031,5,0.0004379003216895123
item,author_name,Eléonore Hughes,0.00036369518619445615,0.00036369518619445615,5,0.00043688435540759616
item,author_name,James Powel,0.0003626771412902812,0.0003626771412902812,5,0.00043531479609317756
item,author_name,Eduardo Cuevas,0.00036142190106688697,0.00036142190106688697,5,0.00043337954355531644
item,author_name,Diane Jeantet,0.0003585600880698582,0.0003585600880698582,5,0.0004289673754601863
item,author_name,Stephanie Soucheray,0.00035661977347299493,0.00035661977347299493,5,0.00042597591718961314
item,author_name,Alex Arger,0.0003553855275201288,0.0003553855275201288,5,0.000424073032332904
item,author_name,Stephanie Weaver,0.0003502626431110575,0.0003502626431110575,5,0.00041617488274443994
item,author_name,Megan Janetsky,0.000349725620548298,0.000349725620548298,5,0.00041534693423060187
item,author_name,Kristine Frazao,0.00034782920105846954,0.00034782920105846954,5,0.0004124231507490496
item,author_name,Olivia Aldridge,0.0003472178809306168,0.0003472178809306168,5,0.00041148065479741923
item,author_name,Paul Sisson,0.0003465277955107735,0.0003465277955107735,5,0.0004104167233401548
item,author_name,Jordan King Newsweek,0.00034536946527972235,0.00034536946527972235,5,0.00040863088069621734
item,author_name,Jamel Valencia,0.00034475777812537474,0.00034475777812537474,5,0.0004076878188856044
item,author_name,AP,0.00034443756743434973,0.00034443756743434973,5,0.00040719413764363406
item,author_name,Fabiano Maisonnave,0.0003424900653159972,0.0003424900653159972,5,0.0004041915980924074
item,author_name,Joe Hernandez,0.00034182792942302835,0.00034182792942302835,5,0.0004031707575047691
item,author_name,Julia Gomez,0.00034107705612203363,0.00034107705612203363,5,0.000402013107013429
item,author_name,AFP - Agence France Presse,0.0003398359570419795,0.0003398359570419795,5,0.0004000996564247303
item,author_name,Adeola Adeosun Newsweek,0.00033534972467812033,0.00033534972467812033,5,0.0003931830579874074
item,author_name,"Laura Ungar, Michelle R. Smith",0.00033415111996738675,0.00033415111996738675,5,0.00039133512261606686
item,author_name,Mary Van Beusekom,0.00033253511891928757,0.00033253511891928757,5,0.00038884367112237294
item,author_name,Katrina Morgan,0.00033111160466886596,0.00033111160466886596,5,0.0003866489839904065
item,author_name,Sandee Lamotte,0.00032709216175782406,0.00032709216175782406,5,0.0003804520529572787
item,author_name,Michael Hiltzik,0.00032670247150748996,0.00032670247150748996,5,0.0003798512523839035
item,author_name,Alejandra O'Connell-Domenech,0.00032658069145826026,0.00032658069145826026,5,0.0003796634993586735
item,author_name,Aria Bendix,0.0003263026407695894,0.0003263026407695894,5,0.00037923481782754055
item,author_name,Doug Cunningham,0.00032418049247472867,0.00032418049247472867,5,0.00037596301949220537
item,author_name,Pandora Dewan,0.0003240049811306299,0.0003240049811306299,5,0.00037569242684566624
item,author_name,Leana S. Wen,0.00032045310299690344,0.00032045310299690344,5,0.000370216358564584
item,author_name,Kate Payne,0.0003197409733678355,0.0003197409733678355,5,0.00036911844069495637
item,author_name,Sarah Boden,0.00031946681837903253,0.00031946681837903253,5,0.00036869576531540745
item,author_name,Canadian Press,0.00031497551075678143,0.00031497551075678143,5,0.00036177134215537385
item,author_name,Tom Howarth Newsweek,0.0003134515831686339,0.0003134515831686339,5,0.0003594218438860271
item,author_name,Hillary Orinde,0.0003131248829632891,0.0003131248829632891,5,0.0003589181575081291
item,author_name,Jess Thomson Newsweek,0.00030999124617283854,0.00030999124617283854,5,0.0003540869081277864
item,author_name,"Christopher Weber, Marcio Jose Sanchez",0.0003099867546310983,0.0003099867546310983,5,0.0003540799833436775
item,author_name,Gabe Hauari,0.0003038401608109432,0.0003038401608109432,5,0.00034460354125079133
item,author_name,Katherine Dillinger,0.00030339734004892344,0.00030339734004892344,5,0.0003439208273068427
item,author_name,Physician's Weekly Admin,0.0003012299896396374,0.0003012299896396374,5,0.0003405793391184994
item,author_name,Bnn Correspondents,0.000299532536689911,0.000299532536689911,5,0.00033796231006889236
item,author_name,Dave Mason,0.00029921890987964496,0.00029921890987964496,5,0.0003374787794512489
item,author_name,Youri Benadjaoud,0.00029559617555962155,0.00029559617555962155,5,0.0003318934694395411
item,author_name,Renée Onque,0.0002934741889880677,0.0002934741889880677,5,0.0003286219204393007
item,author_name,Yuki Noguchi,0.00029308389929296743,0.00029308389929296743,5,0.0003280201956786796
item,author_name,PRNewswire,0.0002901761400478388,0.0002901761400478388,5,0.0003235371904707934
item,author_name,Alana Wise,0.0002891231895788914,0.0002891231895788914,5,0.0003219138158933261
item,author_name,Lauran Neergaard,0.0002869588661193982,0.0002869588661193982,5,0.00031857699447088096
item,author_name,Dayang Norazhar,0.00028680281519407794,0.00028680281519407794,5,0.00031833640470676
item,author_name,Karen Gilchrist,0.00028435626139137923,0.00028435626139137923,5,0.00031456445781767465
item,author_name,Emily Alpert Reyes,0.0002838591464585786,0.0002838591464585786,5,0.0003137980364447921
item,author_name,Monika Pronczuk,0.00028286840340457296,0.00028286840340457296,5,0.0003122705694517029
item,author_name,Brandy Zadrozny,0.0002824773118171839,0.0002824773118171839,5,0.0003116676083826381
item,author_name,"Mike Stobbe, Geoff Mulvihill",0.0002810087927812506,0.0002810087927812506,5,0.00030940353562730323
item,author_name,Apoorva Mandavilli,0.0002805639784860478,0.0002805639784860478,5,0.0003087177481759256
item,author_name,Joe Lombardi,0.0002803769801944313,0.0002803769801944313,5,0.0003084294456568684
item,author_name,Helen Branswell,0.0002736064944727069,0.0002736064944727069,5,0.00029799112522120705
item,author_name,Pam Castro,0.0002703155842675213,0.0002703155842675213,5,0.00029291740131739735
item,author_name,Neha Mukherjee,0.0002698891892370235,0.0002698891892370235,5,0.0002922600115608208
item,author_name,Mark Sherman,0.0002691303296322168,0.0002691303296322168,5,0.0002910900482751388
item,author_name,Hatty Willmoth Newsweek,0.00026874195738523323,0.00026874195738523323,5,0.00029049127971864894
item,author_name,Oliver Guirdham,0.00026436074666642525,0.00026436074666642525,5,0.0002837365972248464
item,author_name,David J. Neal,0.00026421837321172865,0.00026421837321172865,5,0.0002835170945476771
item,author_name,The Canadian Press,0.00026379707555070965,0.00026379707555070965,5,0.00028286756360333134
item,author_name,"Michelle R. Smith, Laura Ungar",0.0002605893846243544,0.0002605893846243544,5,0.0002779221420894179
item,author_name,Addy Bink,0.0002578019777477324,0.0002578019777477324,5,0.00027362468879601733
item,author_name,Teddy Rosenbluth,0.0002557716570419362,0.0002557716570419362,5,0.0002704944646163464
item,author_name,"Jean-Yves Kamale, Mark Banchereau",0.0002548594779843544,0.0002548594779843544,5,0.00026908812278370845
item,author_name,Karen Kaplan,0.0002545141632447773,0.0002545141632447773,5,0.0002685557376564056
item,author_name,Anita Snow,0.0002537140205264102,0.0002537140205264102,5,0.00026732212659335034
item,author_name,"Marcio Jose Sanchez, Christopher Weber",0.0002507633384442983,0.0002507633384442983,5,0.0002627729455828919
item,author_name,Rafia Tasleem,0.00023898085435233052,0.00023898085435233052,5,0.0002446074328656276
item,author_name,"Maria Cheng, Will Weissert",0.00023858579549364484,0.00023858579549364484,5,0.00024399835530053115
item,author_name,Corinne Purtill,0.0002384623265831671,0.0002384623265831671,5,0.00024380799849241133
item,author_name,Cheryl McCloud,0.0002384053820308193,0.0002384053820308193,5,0.0002437202048674186
item,author_name,Kabs Kanu,0.00023631752342215,0.00023631752342215,5,0.0002405012722712365
item,author_name,Miranda Nazzaro,0.0002344366785129956,0.0002344366785129956,5,0.0002376015007247815
item,author_name,Quadri Adejumo,0.00023374731555632992,0.00023374731555632992,5,0.00023653868311701936
item,author_name,Saleen Martin,0.0002335947115265354,0.0002335947115265354,5,0.0002363034075654208
item,author_name,Chinedu Asadu,0.00023321755512004292,0.00023321755512004292,5,0.00023572193090523106
item,author_name,Deb Balzer,0.00023279005082525882,0.00023279005082525882,5,0.00023506283095288063
item,author_name,Mike Heuer,0.00023171624687321775,0.00023171624687321775,5,0.00023340730575170944
item,author_name,Associated Press,0.0002305646348214198,0.0002305646348214198,5,0.00023163182078529636
item,author_name,Camille Bas-Wohlert,0.00022714087875654382,0.00022714087875654382,5,0.0002263532832670735
item,author_name,Jasmine Laws Newsweek,0.00022219309119081622,0.00022219309119081622,5,0.00021872508727325762
item,author_name,Sean Murphy,0.0002220976396062129,0.0002220976396062129,5,0.00021857792586311184
item,author_name,Megan Ziegler,0.00021965411782256874,0.00021965411782256874,5,0.00021481065355540214
item,author_name,Salvador Rivera,0.0002172517223216257,0.0002172517223216257,5,0.00021110678723284707
item,author_name,Allen Cone,0.00021691166567658265,0.00021691166567658265,5,0.00021058250871382658
item,author_name,Yasuyoshi Chiba,0.0002154802345100306,0.0002154802345100306,5,0.00020837561576519823
item,author_name,Marthe Bosuandole,0.00021459361775935675,0.00021459361775935675,5,0.00020700868433257396
item,author_name,Carole Tanzer Miller,0.0002133894122885067,0.0002133894122885067,5,0.0002051521140521321
item,author_name,"Pien Huang, Will Stone",0.00021335055560832368,0.00021335055560832368,5,0.00020509220720120783
item,author_name,Geoff Harris,0.00021292838153618598,0.00021292838153618598,5,0.00020444132505984813
item,author_name,Lois M. Collins,0.000212619842524802,0.000212619842524802,5,0.00020396563849907543
item,author_name,"Will Weissert, Maria Cheng",0.00021022777907121903,0.00021022777907121903,5,0.0002002777014946718
item,author_name,Heidi Splete,0.0002101627526565367,0.0002101627526565367,5,0.0002001774477490567
item,author_name,The Hans India,0.0002099673318420419,0.0002099673318420419,5,0.00019987615989980402
item,author_name,Jonathan Limehouse,0.00020895121460533586,0.00020895121460533586,5,0.0001983095725450883
item,author_name,Nasiru Eneji Abdulrasheed,0.00020706436834047736,0.00020706436834047736,5,0.0001954005484757772
item,author_name,Dee-Ann Durbin,0.0002057560197096606,0.0002057560197096606,5,0.00019338341664634242
item,author_name,Mike Macdonald,0.00020409019369619356,0.00020409019369619356,5,0.0001908151480710413
item,author_name,EconoTimes,0.00020386513165260615,0.00020386513165260615,5,0.0001904681611892387
item,author_name,Berkeley Lovelace,0.0002028320256248638,0.0002028320256248638,5,0.00018887538155645906
item,author_name,Mahnoor Jehangir,0.00020044520225597255,0.00020044520225597255,5,0.00018519552339386542
item,author_name,Brian Day,0.00019855540087042672,0.00019855540087042672,5,0.000182281943300374
item,author_name,Nina Larson,0.00019837220665936352,0.00019837220665936352,5,0.00018199950567984995
item,author_name,Aqsa Younas Rana,0.00019765133322235202,0.00019765133322235202,5,0.00018088810714238048
item,author_name,Clayton Vickers,0.00019664114732259537,0.00019664114732259537,5,0.00017933066435989114
item,author_name,Tara Suter,0.0001958955954796061,0.0001958955954796061,5,0.00017818121816675484
item,author_name,Alison Kuznitz,0.00019516865055008872,0.00019516865055008872,5,0.00017706045897380153
item,author_name,Ari Daniel,0.00019474511778437675,0.00019474511778437675,5,0.00017640748208186041
item,author_name,Israel Ojoko,0.00019469117502938585,0.00019469117502938585,5,0.00017632431644427982
item,author_name,The Conversation,0.0001942993766175548,0.0001942993766175548,5,0.00017572026563655814
item,author_name,Lydia Taylor,0.00019417182546117007,0.00019417182546117007,5,0.00017552361507159044
item,author_name,Andrew Zinin,0.00019364979270789572,0.00019364979270789572,5,0.00017471877692842684
item,author_name,Taylor Delandro,0.00019142136425303875,0.00019142136425303875,5,0.00017128312234826798
item,author_name,César Barreto,0.00019130883647480742,0.00019130883647480742,5,0.0001711096339080926
item,author_name,Kadia Tubman,0.00019088734610239912,0.00019088734610239912,5,0.00017045980585312352
item,author_name,Irene Wright,0.00018974415796486451,0.00018974415796486451,5,0.00016869730836205818
item,author_name,Maya Davis,0.0001888275326023775,0.0001888275326023775,5,0.0001672841114886946
item,author_name,Shalina Chatlani,0.00018744417430617455,0.00018744417430617455,5,0.00016515133434882653
item,author_name,Maddie Biertempfel,0.00018742780941310446,0.00018742780941310446,5,0.00016512610395845546
item,author_name,Ashleigh Fields,0.00018544473479618792,0.00018544473479618792,5,0.00016206872090648603
item,author_name,Doha,0.00018347937843479328,0.00018347937843479328,5,0.00015903865477627085
item,author_name,Lia DeGroot,0.0001831621284687167,0.0001831621284687167,5,0.00015854953819878747
item,author_name,David Mastio,0.0001829805897730884,0.0001829805897730884,5,0.00015826965295061981
item,author_name,Travis Loller,0.00018287805572587545,0.00018287805572587545,5,0.00015811157223316998
item,author_name,Lori Solomon,0.00018226393104060694,0.00018226393104060694,5,0.00015716475238659484
item,author_name,Farai Mutsaka,0.00018141145275595488,0.00018141145275595488,5,0.000155850453551123
item,author_name,Shannon Bond,0.00018101295119749515,0.00018101295119749515,5,0.00015523606824225723
item,author_name,Lara Adejoro,0.00018073225977532282,0.00018073225977532282,5,0.00015480331538986216
item,author_name,Jennifer Shutt,0.00018006600270970507,0.00018006600270970507,5,0.00015377612103050823
item,author_name,Sheri Walsh,0.0001789472294671598,0.0001789472294671598,5,0.00015205126492999837
item,author_name,Kennedy Ferruggia,0.00017854482684353512,0.00017854482684353512,5,0.00015143086519766195
item,author_name,Cheyanne M. Daniels,0.00017844278953426277,0.00017844278953426277,5,0.00015127355032036152
item,author_name,"Will Stone, Pien Huang",0.00017775579001257333,0.00017775579001257333,5,0.00015021437651196982
item,author_name,"Devna Bose, Lindsey Whitehurst",0.00017764157988358308,0.00017764157988358308,5,0.00015003829432637815
item,author_name,Sylvia Hui,0.00017607080215317663,0.00017607080215317663,5,0.00014761656537559215
item,author_name,Nurith Aizenman,0.0001750867436811441,0.0001750867436811441,5,0.00014609940426179736
item,author_name,Andrew Rice,0.00017500582056415975,0.00017500582056415975,5,0.0001459746419536775
item,author_name,Jesus Christ,0.00017434233284387948,0.00017434233284387948,5,0.00014495171720144156
item,author_name,Meg Wingerter,0.00017335411705000044,0.00017335411705000044,5,0.00014342814658331113
item,author_name,Kaycee Sloan,0.0001732800715873486,0.0001732800715873486,5,0.00014331398782163076
item,author_name,Marc Gunther,0.00017311027953314633,0.00017311027953314633,5,0.00014305221282615214
item,author_name,Sanjana Gajbhiye,0.00017297271676682154,0.00017297271676682154,5,0.00014284012697383185
item,author_name,Rachel Treisman,0.0001718597113727001,0.0001718597113727001,5,0.0001411241633889474
item,author_name,Lisa M. Krieger,0.00017151609946246276,0.00017151609946246276,5,0.00014059440357968317
item,author_name,iHeartRadio,0.0001705001393201973,0.0001705001393201973,5,0.00013902805842355958
item,author_name,Tanasia Kenney,0.00017038574646397603,0.00017038574646397603,5,0.00013885169452030864
item,author_name,Don Sweeney,0.00017007265018850607,0.00017007265018850607,5,0.00013836898184873753
item,author_name,Ashley Gallagher,0.0001698542327466301,0.0001698542327466301,5,0.00013803223920710942
item,author_name,Trinity Velazquez,0.00016936151990399305,0.00016936151990399305,5,0.0001372726047073706
item,author_name,Jonathan J. Cooper,0.00016883109325128152,0.00016883109325128152,5,0.00013645482536388088
item,author_name,Brenda Kearns,0.00016875919655563178,0.00016875919655563178,5,0.00013634397943962923
item,author_name,Liam Cavaletto Kmph Staff,0.00016874578974244083,0.00016874578974244083,5,0.00013632330963573924
item,author_name,Sam Tupper,0.0001686500250418782,0.0001686500250418782,5,0.00013617566548257447
item,author_name,Steve Karnowski,0.0001678669933495363,0.0001678669933495363,5,0.00013496843515200654
item,author_name,Dylan Gamba,0.00016669425055922045,0.00016669425055922045,5,0.00013316037210644847
item,author_name,Sam Mednick,0.00016595692062827596,0.00016595692062827596,5,0.00013202360195400476
item,author_name,Gabe Katzman,0.00016588234981737064,0.00016588234981737064,5,0.00013190863324254596
item,author_name,Tom Nouvian,0.00016492635359030547,0.00016492635359030547,5,0.0001304347367802331
item,author_name,Maryann Pugh,0.00016307700729035305,0.00016307700729035305,5,0.00012758352786128253
item,author_name,BusinessDay,0.000162156109629388,0.000162156109629388,5,0.000126163744219651
item,author_name,Arthur Allen,0.0001608821094643819,0.0001608821094643819,5,0.00012419956875218805
item,author_name,Ashleigh Jackson,0.00016087420573590689,0.00016087420573590689,5,0.000124187383267446
